countryname,countrycode,ISO,region,income level,entity,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Malta,MLT,470,Middle East & North Africa,Upper middle income,country,51.61579089,51.61789145,51.64231048,51.67916066,51.7120001,51.72854101,51.72666747,51.71175014,51.68826392,51.66244526,51.63954352,51.6201165,51.60209939,51.58579951,51.56991227,51.5538188,51.53881963,51.52461832,51.50579864,51.47594079,51.43076856,51.36839696,51.29238759,51.21039058,51.13302171,51.06724438,51.01526999,50.97455787,50.94092493,50.90859031,50.87361227,50.83525241,50.79560377,50.75525232,50.71571374,50.67764796,50.64029179,50.60337021,50.57065189,50.5468423,50.53437678,50.53541661,50.5476188,50.56227251,50.56790261,50.55704695,50.52664219,50.48055454,50.42569736,50.37206179,50.32664829,50.29113083,50.26299579,50.24055362,50.22060073,50.20039649
Marshall Islands,MHL,584,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,478,Sub-Saharan Africa,Upper middle income,country,50.46785602,50.42678916,50.39002521,50.35725961,50.32830227,50.30291182,50.28075704,50.26157362,50.24557349,50.23301876,50.22377771,50.21780387,50.21446541,50.21250735,50.21038075,50.2071594,50.20246556,50.1967504,50.19052037,50.1847652,50.18000958,50.17613876,50.17275028,50.16977045,50.16713787,50.16461453,50.16203189,50.15905811,50.15525195,50.15013688,50.14327964,50.13480509,50.12451816,50.1115929,50.09500407,50.07429414,50.04981739,50.02233271,49.9924944,49.96106177,49.92887493,49.89586991,49.86275736,49.83154525,49.80462543,49.78324948,49.76781146,49.75724735,49.74957183,49.74229903,49.7337807,49.72367936,49.71262093,49.70121497,49.69028561,49.68042298
Mauritius,MUS,480,Sub-Saharan Africa,Upper middle income,country,50.13764672,50.11243732,50.08556409,50.0569407,50.02636371,49.9950218,49.95867747,49.92080553,49.89757727,49.90971088,49.96872153,50.0795617,50.23070236,50.39766613,50.5478992,50.65892707,50.72541751,50.75445206,50.75216993,50.72869985,50.69169265,50.6418272,50.57862856,50.50754788,50.43518481,50.36647328,50.3038275,50.24787051,50.19994987,50.16086642,50.13150355,50.11161184,50.10175833,50.1036776,50.11937458,50.14937856,50.19479854,50.25278628,50.3149436,50.37049891,50.4119756,50.43728799,50.44890264,50.45013902,50.44598979,50.44066887,50.43405875,50.42599455,50.42022984,50.42141543,50.43250897,50.45523502,50.48838346,50.52842762,50.57013149,50.60987487
Mexico,MEX,484,Latin America & Caribbean,High income: nonOECD,country,50.18207102,50.17555283,50.16950232,50.16372484,50.15798372,50.15217363,50.1462206,50.14029544,50.13480392,50.13024678,50.12692231,50.12517511,50.12482578,50.12510177,50.12503957,50.12418683,50.1220974,50.11943698,50.11807766,50.12035052,50.12758655,50.14029663,50.15738064,50.17661883,50.19513291,50.21106043,50.22359229,50.23354351,50.24260746,50.25309218,50.26634691,50.28264899,50.30083309,50.31906344,50.33497704,50.34699417,50.35489388,50.35923874,50.36030133,50.3585665,50.35447816,50.34808713,50.3395731,50.3296737,50.31932011,50.30925419,50.29974406,50.29086426,50.28288207,50.27600249,50.27032595,50.26598328,50.26291306,50.26077519,50.25910463,50.2575753
"Micronesia, Fed. Sts.",FSM,583,East Asia & Pacific,Upper middle income,country,48.49233256,48.48768387,48.48165109,48.47672634,48.47176277,48.4685478,48.46958543,48.47311981,48.47441956,48.46510546,48.44301922,48.40034135,48.34344602,48.29103052,48.27216416,48.30551421,48.39872022,48.53577371,48.68588851,48.8107725,48.88785341,48.91336037,48.89888159,48.86338283,48.82751496,48.80673132,48.80383863,48.81364969,48.82960226,48.84314121,48.84928009,48.84311741,48.83051315,48.82380673,48.83883195,48.88523188,48.96900556,49.08300002,49.20728778,49.31266696,49.37726892,49.39255389,49.36578709,49.30909227,49.24325592,49.18171717,49.12850114,49.07974876,49.03419098,48.99048682,48.94758683,48.90602652,48.86780788,48.83337511,48.80242974,48.77465058
Moldova,MDA,498,Europe & Central Asia,Upper middle income,country,53.21490486,53.20340827,53.19410366,53.18848079,53.18824213,53.19389919,53.20643593,53.22371076,53.23944661,53.24551047,53.2366249,53.21143926,53.17248164,53.12307477,53.06799647,53.01073664,52.95163952,52.89042498,52.82921133,52.77060847,52.7165278,52.66840504,52.62603121,52.58772057,52.55085432,52.51363552,52.47547589,52.43728345,52.40035298,52.36658707,52.3371296,52.31238376,52.29158515,52.27323751,52.25529303,52.23634861,52.2152561,52.19243904,52.16990182,52.1507148,52.13692263,52.13033623,52.12961498,52.12973843,52.1237787,52.10706286,52.07741255,52.03735825,51.9927427,51.95222536,51.92233632,51.90505396,51.8988631,51.90268634,51.91418202,51.93146939
Monaco,MCO,492,Europe & Central Asia,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,496,East Asia & Pacific,Upper middle income,country,50.8278267,50.82428883,50.81506692,50.80263205,50.79016898,50.77972225,50.77160602,50.76509607,50.75933554,50.75361472,50.74720935,50.74017747,50.73286115,50.7255753,50.71859947,50.71226304,50.70647296,50.70112123,50.69611225,50.69146342,50.68707675,50.68247149,50.67752248,50.67268534,50.66856859,50.66536239,50.66302824,50.66061096,50.65611786,50.64731253,50.63249006,50.61278134,50.58854311,50.5568654,50.51416469,50.45913079,50.38973552,50.30967241,50.23047324,50.16709698,50.12951326,50.12148055,50.13871479,50.17304261,50.21266744,50.24914435,50.28051768,50.30885815,50.33471931,50.35960821,50.38454917,50.40901404,50.43223058,50.45471175,50.47725483,50.50041668
Montenegro,MNE,499,Europe & Central Asia,Upper middle income,country,51.31345709,51.20350593,51.08964348,50.98806639,50.91803105,50.89028971,50.91036113,50.9708921,51.05307482,51.12764192,51.17174046,51.1761094,51.1482231,51.10085465,51.05284054,51.01630637,50.99264129,50.97655387,50.96410566,50.94955588,50.92870488,50.90379435,50.87603489,50.83968529,50.78704304,50.71407516,50.61660693,50.4991926,50.3779695,50.27576353,50.20918733,50.18506098,50.19799927,50.23794096,50.28979758,50.3422709,50.39212775,50.44177214,50.49244858,50.54708333,50.6067081,50.67208707,50.73955697,50.80039458,50.84344711,50.86155009,50.85090257,50.81540013,50.76483687,50.71319278,50.67079132,50.64073443,50.6204878,50.60770226,50.59796063,50.58798525
Morocco,MAR,504,Middle East & North Africa,Upper middle income,country,50.17302949,50.25198924,50.36050734,50.47677221,50.57389756,50.63519999,50.65720048,50.64816821,50.61828125,50.58150831,50.5474139,50.51765567,50.48939624,50.46190844,50.43355303,50.40343633,50.37204927,50.34073917,50.31048223,50.28237173,50.25709073,50.23558964,50.21769384,50.20170734,50.18541252,50.16769462,50.14778816,50.12726846,50.11004552,50.10110516,50.1035666,50.11824002,50.14328409,50.17583759,50.21204098,50.24918554,50.28621878,50.32368066,50.36239367,50.40372187,50.44831441,50.49564317,50.54423323,50.59253133,50.63855981,50.68046484,50.71856206,50.75202857,50.77673931,50.78766934,50.7819688,50.75873378,50.72083019,50.67389208,50.62525937,50.58029652
Mozambique,MOZ,508,Sub-Saharan Africa,Upper middle income,country,51.14397197,51.1416288,51.13851124,51.13488007,51.13104895,51.12721879,51.12373625,51.12053037,51.11694478,51.11211984,51.10564821,51.09773788,51.08916519,51.08085484,51.07396629,51.0694666,51.06982736,51.07560879,51.08416416,51.09204211,51.09832722,51.09817158,51.09564011,51.10799767,51.15718402,51.25633997,51.41335363,51.61947682,51.8484626,52.05835013,52.21485299,52.30474408,52.33748806,52.32827128,52.29888697,52.26378567,52.22516886,52.17955471,52.12744125,52.06865441,52.00388885,51.93449124,51.86272577,51.79123402,51.72270507,51.65872284,51.5999137,51.54566239,51.49464444,51.44507854,51.3957737,51.34677845,51.29844144,51.25036744,51.20212993,51.15352448
Myanmar,MMR,104,East Asia & Pacific,Upper middle income,country,51.07334287,51.11051138,51.14487258,51.17492761,51.19855799,51.21457031,51.22291696,51.22490644,51.222388,51.21765957,51.21231302,51.20694489,51.2013116,51.19508303,51.1876811,51.17880227,51.16848657,51.15721116,51.14561798,51.13448857,51.12430867,51.11533599,51.10733544,51.09970535,51.09164234,51.08264935,51.07308301,51.06335352,51.05319984,51.04229411,51.03069563,51.01754063,51.00362053,50.99247379,50.98867952,50.99497704,51.01274234,51.03976075,51.07086956,51.09925138,51.12036887,51.13254332,51.13750985,51.13834326,51.13953237,51.14406199,51.15290052,51.16450061,51.17631184,51.18472018,51.18731244,51.18337964,51.1742204,51.16188941,51.14927611,51.13845158
Namibia,NAM,516,Sub-Saharan Africa,Upper middle income,country,50.63323071,50.63860602,50.64173693,50.64285582,50.64189377,50.638998,50.63671257,50.63566103,50.63282561,50.62408925,50.60841686,50.5827984,50.55217726,50.53103807,50.53668054,50.57853667,50.65845891,50.76779393,50.89282679,51.01551901,51.12272293,51.21291977,51.28799593,51.3427441,51.37215794,51.37416488,51.34791746,51.29884396,51.23857352,51.17967906,51.12964314,51.09129204,51.06214024,51.03714059,51.00975945,50.97683855,50.936905,50.89451833,50.859375,50.8430965,50.85236568,50.88790552,50.94498835,51.01788359,51.0982177,51.17877126,51.25883983,51.33723827,51.40589204,51.45545093,51.48034571,51.47804109,51.452341,51.41183469,51.36753816,51.32693191
Nepal,NPL,524,South Asia,Low income,country,50.19838529,50.1858073,50.18559687,50.1950859,50.21028941,50.22780363,50.24793094,50.2699047,50.28830805,50.29675138,50.29138296,50.27133558,50.23928583,50.19952124,50.15775721,50.11829733,50.08249888,50.05048594,50.02362439,50.0031056,49.98993961,49.97960269,49.97199284,49.97624618,50.00374913,50.05883273,50.15227921,50.27345251,50.38221713,50.42804562,50.38318854,50.23387871,50.00834279,49.76913689,49.59374472,49.52854496,49.58804767,49.74434531,49.94924015,50.13875371,50.27172328,50.33541153,50.34969045,50.34572096,50.36694786,50.44138541,50.57602938,50.75472443,50.95385282,51.14025423,51.29029678,51.39863198,51.47236334,51.51598271,51.53779324,51.54444355
Netherlands,NLD,528,Europe & Central Asia,Upper middle income,country,50.19602139,50.18674806,50.17328886,50.15748585,50.14175854,50.12797023,50.11644715,50.10724334,50.10156072,50.1006958,50.10546955,50.11629082,50.13276021,50.15382974,50.17802698,50.20423091,50.23182021,50.26076981,50.29122567,50.32355396,50.35776432,50.39384875,50.43088937,50.46689567,50.49929129,50.52619301,50.54711116,50.56240996,50.57218962,50.57685048,50.57692054,50.57221484,50.56324285,50.55208054,50.54138081,50.53301113,50.5276411,50.5248517,50.52399475,50.52398115,50.52395191,50.52371489,50.52337811,50.5227086,50.5214756,50.51942101,50.51669384,50.51301307,50.50718947,50.49771125,50.48365545,50.46453647,50.44109259,50.41516954,50.38931066,50.36536933
New Caledonia,NCL,540,East Asia & Pacific,Upper middle income,country,47.28278972,47.29043867,47.30536764,47.32970154,47.36616316,47.41384037,47.47550223,47.54965233,47.62812969,47.70035667,47.76005713,47.80312806,47.83378472,47.86494788,47.91169259,47.98309103,48.08057196,48.19835202,48.32790421,48.45677022,48.57471135,48.68089886,48.77551299,48.85695492,48.92192277,48.96933002,48.99937381,49.01432341,49.01499722,49.004124,48.98390264,48.9539919,48.91781521,48.88842119,48.8817252,48.9059081,48.96185992,49.04251768,49.14133434,49.24823893,49.35499079,49.46518064,49.57671301,49.6707436,49.72540656,49.72735184,49.66958408,49.56328915,49.43941318,49.33735709,49.28332217,49.2850994,49.33136859,49.40676017,49.48729792,49.55685282
New Zealand,NZL,554,East Asia & Pacific,Upper middle income,country,49.73766852,49.75503029,49.77108401,49.78818875,49.8095351,49.83704357,49.87165507,49.91185949,49.95404054,49.99311881,50.02564241,50.05014259,50.06833377,50.08352885,50.1004906,50.12246654,50.15091299,50.18496095,50.22268398,50.2608395,50.29705053,50.32908737,50.35795556,50.38817399,50.4259842,50.47503329,50.53858022,50.61321746,50.68794888,50.74774949,50.78274419,50.78833967,50.77063406,50.74298017,50.72316288,50.72266187,50.74430242,50.7830011,50.83234748,50.88260896,50.92633054,50.96353615,50.99577327,51.0194406,51.03063932,51.02775317,51.00778874,50.97383897,50.93746646,50.91381074,50.91264027,50.93816913,50.98522662,51.04260073,51.09434316,51.12928578
Nicaragua,NIC,558,Latin America & Caribbean,High income: nonOECD,country,50.09117054,50.0701486,50.05051522,50.03346898,50.02030349,50.01151441,50.00825792,50.00926991,50.01025798,50.00580362,49.99314039,49.9717308,49.94460304,49.91673331,49.89429713,49.88132645,49.87826595,49.88370118,49.89719809,49.91781098,49.94470616,49.97702433,50.01424818,50.056166,50.10272841,50.1533125,50.2082744,50.26598402,50.32185086,50.3701857,50.40742524,50.43255472,50.44759358,50.45582625,50.46166247,50.46826599,50.47608087,50.48460914,50.49481203,50.50756001,50.52335565,50.54237122,50.5642206,50.58805055,50.61269905,50.63709642,50.66134064,50.68503594,50.70619055,50.72238267,50.73213725,50.73478073,50.73127023,50.72375651,50.7151999,50.70770756
Niger,NER,562,Sub-Saharan Africa,Upper middle income,country,52.69293935,52.53581083,52.37827923,52.22287242,52.07298994,51.93063716,51.7954918,51.66638596,51.54323851,51.42597862,51.31460603,51.21107581,51.11549332,51.02437164,50.93334771,50.84073209,50.74419235,50.64782077,50.56315222,50.50415757,50.47858023,50.48618527,50.51976055,50.57082752,50.62855244,50.68446675,50.73731366,50.78570735,50.82195464,50.83772061,50.8282351,50.79351594,50.73714247,50.66316633,50.57678385,50.48265782,50.3813959,50.27545591,50.17253035,50.08107983,50.0059468,49.9486442,49.90618989,49.87323502,49.84302107,49.81132979,49.77727174,49.74270065,49.70969425,49.68102105,49.65820013,49.64120878,49.62861301,49.61875362,49.60963659,49.60000744
Nigeria,NGA,566,Sub-Saharan Africa,Upper middle income,country,50.00399676,49.98987304,49.97514849,49.96017325,49.94537401,49.93099624,49.91665851,49.90209667,49.88767918,49.87387804,49.86074037,49.84949455,49.83939726,49.82655932,49.80619258,49.77597631,49.73464004,49.68556895,49.63629927,49.59586684,49.56947463,49.55842085,49.55919095,49.56615015,49.57196994,49.57188286,49.56474336,49.55253993,49.53758093,49.52307934,49.51102125,49.50165996,49.49376523,49.4859993,49.47660914,49.46448333,49.44948012,49.4321718,49.41309135,49.39297473,49.37236241,49.3514114,49.33009253,49.30852109,49.28679055,49.26501331,49.24333132,49.2219011,49.20086819,49.1803744,49.16053557,49.14140578,49.12304567,49.1055609,49.08905422,49.07357254
North Korea,KOR,410,East Asia & Pacific,Upper middle income,country,49.88682712,49.84530703,49.80701154,49.77652679,49.75946022,49.75858602,49.77671483,49.81006452,49.84736026,49.87414936,49.88162569,49.86608653,49.83334731,49.79545551,49.7681643,49.76142421,49.77738776,49.81069408,49.85424902,49.89807575,49.93493246,49.96403457,49.98706097,50.00258809,50.00951572,50.00759841,49.99545416,49.97427406,49.94939296,49.92779229,49.9140585,49.91088066,49.91633601,49.92490556,49.92878395,49.92305331,49.90557148,49.87983488,49.85332208,49.83622463,49.8354693,49.85278,49.88513367,49.92871347,49.9777686,50.02772243,50.07803595,50.12876863,50.17673939,50.21833123,50.25116194,50.27385142,50.28720812,50.29387068,50.297712,50.3016129
Northern Mariana Islands,MNP,580,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,578,Europe & Central Asia,Upper middle income,country,50.18302542,50.17924453,50.17768264,50.17858068,50.18250403,50.18964492,50.20010602,50.21335266,50.22832474,50.24366005,50.25849397,50.27230937,50.28544767,50.29879751,50.31371956,50.33109756,50.35089336,50.37259491,50.39600323,50.42080034,50.44652513,50.47337392,50.5008332,50.52694092,50.54909088,50.56558564,50.57538532,50.57914642,50.57887046,50.57741001,50.57675324,50.57769544,50.5793951,50.58037788,50.57843769,50.57211497,50.56004958,50.54292382,50.5236921,50.50646282,50.49350205,50.48655487,50.48320124,50.47655673,50.45747216,50.41990421,50.36295519,50.29021003,50.205831,50.11563294,50.02442116,49.93242759,49.84067526,49.75526463,49.68329264,49.62923388
Oman,OMN,512,Middle East & North Africa,Upper middle income,country,50.46933593,50.56373308,50.64829612,50.72518467,50.79760022,50.86519031,50.92530432,50.96929787,50.98360342,50.95293616,50.86633971,50.7294675,50.54477259,50.29981821,49.98212477,49.59299083,49.13714002,48.6390961,48.14082895,47.68618544,47.29754196,46.96742775,46.67796376,46.42018163,46.18205274,45.94945596,45.75601684,45.59072624,45.36013279,44.95572529,44.33755537,43.47463068,42.46724858,41.53297933,40.90717673,40.71060066,40.96982207,41.59811743,42.45160055,43.30717719,43.98047158,44.39432936,44.57298824,44.54832657,44.3856165,44.11978822,43.81505113,43.43340723,42.81201728,41.7791999,40.34185003,38.59650598,36.81394407,35.29621348,34.23877441,33.66886083
Pakistan,PAK,586,South Asia,Low income,country,46.43287367,46.51275787,46.59082645,46.66680452,46.74033576,46.81121817,46.87977761,46.94624228,47.01032486,47.07167222,47.13025331,47.18607244,47.23976221,47.29259066,47.34601947,47.40090864,47.45717759,47.51431203,47.57203515,47.62995137,47.68762505,47.74487775,47.80133108,47.85618313,47.90858216,47.95801858,48.00427191,48.04752966,48.08824849,48.12706152,48.16436684,48.20047606,48.23515562,48.26763738,48.29689058,48.32231508,48.34409515,48.36283001,48.37893467,48.39295426,48.40548084,48.41618587,48.42552296,48.43560539,48.44899468,48.4671101,48.49058761,48.51806816,48.54656878,48.5722445,48.59257066,48.60702257,48.6166504,48.62255116,48.62632505,48.62915563
Palau,PLW,585,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,591,Latin America & Caribbean,High income: nonOECD,country,48.96065402,48.98105551,49.00463417,49.02932136,49.05239784,49.07224635,49.08882742,49.10302769,49.11560927,49.12758605,49.13969853,49.15140492,49.16281832,49.17559702,49.1919318,49.21272949,49.2390839,49.26951439,49.2997126,49.32424421,49.3400048,49.34584762,49.3442555,49.33986704,49.33887458,49.3451468,49.35950021,49.37997208,49.40437493,49.42949672,49.45309813,49.47498931,49.49575394,49.51506766,49.53267579,49.54854143,49.5624981,49.57474203,49.58598714,49.59714739,49.60889819,49.62138232,49.63456299,49.64851018,49.66339131,49.67919451,49.69590955,49.7135003,49.73185594,49.75084291,49.77030835,49.79023509,49.81044463,49.83052976,49.84996904,49.8684318
Papua New Guinea,PNG,598,East Asia & Pacific,Upper middle income,country,48.06942907,48.11573735,48.15932926,48.19977549,48.23637398,48.26863875,48.29692876,48.3217103,48.34292182,48.36043626,48.37439496,48.38546523,48.39444849,48.40193683,48.40861429,48.41523555,48.42141742,48.42799954,48.43828387,48.45614792,48.48360262,48.52133111,48.56708202,48.61655378,48.66438579,48.70715368,48.74381492,48.77562541,48.80427792,48.8321849,48.86073581,48.89018668,48.91936137,48.94662406,48.96997061,48.98809969,49.00088032,49.00911953,49.01375697,49.01609991,49.01706366,49.01693956,49.01572254,49.01368649,49.01103493,49.00797696,49.0046596,49.00127907,48.99801491,48.99509232,48.99263485,48.99072612,48.98935969,48.98847482,48.98795845,48.98773788
Paraguay,PRY,600,Latin America & Caribbean,High income: nonOECD,country,50.76376696,50.71843942,50.66604765,50.60750414,50.54408624,50.47688627,50.40641472,50.33357661,50.26011315,50.18791204,50.11818429,50.05164957,49.98819674,49.92719297,49.86783662,49.80981482,49.75331827,49.69920368,49.64875252,49.6034389,49.56420556,49.53091194,49.50316717,49.48127357,49.46548945,49.45563869,49.45158035,49.45224895,49.45540276,49.45838224,49.45943509,49.45808879,49.45476137,49.44972393,49.44350108,49.43651904,49.42849018,49.41933753,49.40993919,49.40132982,49.39407317,49.38879615,49.38497245,49.3806469,49.37334122,49.36158149,49.34497995,49.32480859,49.30336386,49.28370437,49.26804508,49.25681186,49.24958796,49.24661315,49.24793797,49.25344808
Peru,PER,604,Latin America & Caribbean,High income: nonOECD,country,49.74120707,49.74047459,49.74023235,49.74070703,49.74217302,49.74485866,49.74865859,49.7536126,49.7601734,49.76887249,49.77996144,49.79339746,49.80878276,49.82553217,49.84292623,49.86039679,49.87774217,49.89486236,49.91147036,49.92730177,49.94218024,49.95593381,49.96853623,49.98010497,49.99082964,50.00078793,50.0101319,50.01870748,50.02597574,50.03126513,50.03421962,50.03475724,50.03332006,50.03074073,50.0280702,50.02604336,50.02483933,50.02429774,50.02433755,50.02476987,50.02546221,50.02646664,50.02782742,50.029377,50.03089848,50.03224871,50.03337393,50.03434093,50.03528379,50.03638942,50.03778557,50.03949443,50.04146058,50.04365548,50.04602374,50.04852969
Philippines,PHL,608,East Asia & Pacific,Upper middle income,country,49.67445124,49.62863089,49.58490784,49.54473224,49.50982177,49.48108346,49.45863608,49.44160227,49.42864969,49.41813155,49.40896218,49.40072136,49.39371239,49.38846795,49.38573412,49.38587793,49.38886662,49.39412719,49.40083843,49.40800181,49.41494778,49.42158765,49.42809843,49.43447616,49.44077691,49.4471073,49.4533457,49.45962676,49.46657959,49.47497124,49.48525796,49.49762982,49.51177956,49.52706141,49.54263279,49.55796757,49.57134697,49.58282772,49.59538138,49.61283918,49.63677873,49.67041013,49.71036004,49.74458651,49.75793903,49.74182731,49.69220393,49.61664581,49.53218494,49.46143238,49.41952561,49.41086113,49.42899157,49.46471556,49.50487948,49.54035623
Poland,POL,616,Europe & Central Asia,Upper middle income,country,51.63131168,51.58217179,51.54579617,51.51953428,51.49949496,51.4827014,51.46895541,51.45849568,51.44940787,51.43948547,51.42728176,51.41173468,51.39332863,51.37407766,51.35685307,51.34357146,51.33523207,51.33093917,51.32847432,51.32476138,51.31792027,51.30694354,51.29328277,51.28041839,51.27299174,51.27403607,51.28432459,51.30229286,51.32568162,51.35115774,51.37606873,51.40026063,51.42388332,51.44499964,51.4613605,51.47162122,51.47457016,51.47110359,51.46462029,51.45993576,51.46051563,51.46752595,51.47987029,51.49597177,51.51328634,51.52988102,51.54547718,51.56051804,51.57464026,51.58755347,51.59907734,51.60891073,51.61705597,51.62403197,51.63061218,51.63734946
Portugal,PRT,620,Europe & Central Asia,Upper middle income,country,52.1673325,52.18516987,52.1975503,52.21070836,52.23328618,52.27056798,52.32680353,52.39774476,52.46936068,52.52109055,52.53790158,52.51461051,52.45779703,52.37845935,52.29190217,52.20914151,52.1321353,52.05950705,51.99399043,51.93788241,51.8925216,51.8588768,51.83660848,51.82387825,51.81797429,51.81665571,51.81975354,51.82703995,51.83607884,51.84382073,51.8480142,51.84728425,51.84187742,51.8331346,51.82323393,51.81365036,51.80660841,51.80170364,51.79488562,51.78056014,51.75594943,51.71785413,51.67080228,51.6288539,51.61081034,51.62923774,51.6882661,51.78170727,51.89898178,52.02488891,52.14791687,52.26630895,52.38125173,52.48748628,52.57891419,52.65089587
Puerto Rico,PRI,630,Latin America & Caribbean,High income: nonOECD,country,50.57035028,50.67402401,50.78760293,50.89672635,50.98400599,51.03944474,51.06012775,51.0528981,51.02976913,51.00746589,50.99791019,51.00289444,51.0187271,51.04468635,51.07882863,51.11881858,51.16807379,51.22512224,51.27799327,51.31166019,51.31768822,51.29040516,51.23734931,51.17878475,51.14188904,51.1445185,51.19307139,51.2786226,51.38472049,51.48796634,51.57169561,51.63163908,51.67314032,51.70123987,51.72419073,51.74793049,51.77254892,51.79593203,51.81912812,51.84317766,51.86865565,51.89689543,51.927423,51.95676417,51.97995963,51.99352963,51.99582468,51.98835163,51.97471867,51.9601729,51.94862294,51.94129007,51.93710268,51.9349069,51.93262367,51.92876485
Qatar,QAT,634,Middle East & North Africa,Upper middle income,country,43.50123655,42.64433843,41.6982576,40.75624118,39.89064561,39.12540962,38.49250643,37.96033008,37.43108025,36.81142437,36.08557656,35.20705097,34.28442133,33.56460795,33.27625608,33.4856663,34.2140551,35.29253715,36.36794467,36.99888913,36.96801734,36.33255796,35.38208497,34.40422147,33.62985883,33.13921056,32.89265576,32.80773492,32.83715519,32.92863591,33.05021428,33.19529018,33.37281587,33.58489799,33.83281601,34.10689016,34.32825907,34.45901559,34.56430522,34.73239836,34.97766462,35.45639705,36.0438722,36.18058414,35.26791568,33.32297795,30.75346402,28.24196004,26.28884016,25.10924482,24.64971937,24.77636364,25.29668232,26.02993973,26.76457657,27.36191791
Romania,ROU,642,Europe & Central Asia,Upper middle income,country,51.16537242,51.13168963,51.10143865,51.07339115,51.04600914,51.01829485,50.99012161,50.9618905,50.93382359,50.9062347,50.87934138,50.85320035,50.82785285,50.80346035,50.78023403,50.75840796,50.73786605,50.71879633,50.70207862,50.68880366,50.67963244,50.67519673,50.67509467,50.67770085,50.68076612,50.68285569,50.68317464,50.6826707,50.6837226,50.68963925,50.70272027,50.72362269,50.75147964,50.78518657,50.82289388,50.86300205,50.90542991,50.95012247,50.99539658,51.0390728,51.07954175,51.11553034,51.14724573,51.17645331,51.20600225,51.23801017,51.27328017,51.31108593,51.35020234,51.38852681,51.42432784,51.45702017,51.48688235,51.5139943,51.53876889,51.56158034
Russia,RUS,643,Europe & Central Asia,Upper middle income,country,55.21246657,55.09603331,54.98290729,54.87503599,54.77498449,54.68437028,54.60277567,54.52912123,54.46344579,54.40582943,54.35592412,54.31440262,54.2799372,54.2478357,54.21199027,54.16820402,54.114373,54.05191066,53.98445086,53.91734261,53.85422207,53.79717382,53.74464017,53.69240745,53.63456147,53.56760597,53.49020608,53.40569985,53.3208348,53.24454732,53.18307182,53.13824094,53.10833308,53.0915636,53.08482239,53.08576354,53.09377255,53.1094067,53.13272193,53.1639926,53.2030335,53.2494497,53.30175371,53.35721804,53.41227329,53.46384913,53.51127001,53.55389904,53.58887087,53.61297609,53.62438488,53.6214912,53.60590331,53.58309672,53.56066905,53.5442083
Rwanda,RWA,646,Sub-Saharan Africa,Upper middle income,country,50.92403962,50.93116331,50.94011137,50.94889796,50.95478124,50.95601925,50.95202672,50.94395978,50.9337843,50.92398459,50.91603619,50.91029885,50.90597777,50.90194952,50.89674641,50.88948207,50.88078814,50.87132939,50.86068427,50.84834284,50.83440548,50.82112825,50.81011681,50.80074952,50.79220002,50.78524464,50.77621512,50.76861469,50.77628998,50.8158407,50.89895781,51.04000018,51.24599951,51.5060414,51.77306088,51.98240076,52.08772571,52.10128375,52.06692137,52.0374105,52.03957928,52.07602538,52.13415952,52.20224697,52.2620115,52.3001966,52.31481476,52.31217784,52.29695167,52.27566323,52.25273904,52.22892135,52.20309041,52.17525215,52.14509594,52.1126103
Samoa,WSM,882,East Asia & Pacific,Upper middle income,country,49.24110636,49.2842554,49.31252483,49.32504767,49.31741168,49.29014386,49.23978667,49.17134894,49.10292866,49.05565044,49.04277981,49.06866891,49.12403359,49.18966478,49.23944375,49.25520039,49.23420172,49.18169716,49.09875982,48.98909946,48.85634571,48.69945984,48.52256339,48.3410467,48.17586529,48.03974255,47.93730657,47.86478194,47.82126573,47.80217406,47.80400946,47.82871039,47.87458929,47.92830401,47.97258066,47.9965679,47.99446507,47.97114832,47.93992334,47.92009577,47.92399235,47.95548138,48.00896983,48.07600308,48.14591094,48.20983949,48.26643545,48.3175847,48.36131705,48.39631835,48.42202022,48.4373166,48.44230576,48.44056936,48.43597696,48.43190428
San Marino,SMR,674,Europe & Central Asia,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
