countryname,countrycode,ISO,region,income level,entity,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Malta,MLT,470,Middle East & North Africa,High income: nonOECD,country,51.6698494,51.70541382,51.75333023,51.79705048,51.82435226,51.83219528,51.82537079,51.80971527,51.79364014,51.78302002,51.77986145,51.78025818,51.7782135,51.76538849,51.73508453,51.68789291,51.62654877,51.55147934,51.46263504,51.36192703,51.24782944,51.12346268,50.99903488,50.88745499,50.79676437,50.73049164,50.68476105,50.65232468,50.62234879,50.58766937,50.54656601,50.50199127,50.45708084,50.41637421,50.38307571,50.35666275,50.33522415,50.31930542,50.30908203,50.30414963,50.30651474,50.31462097,50.32079315,50.31488419,50.29066086,50.24412918,50.17986679,50.10931778,50.04847717,50.00823975,49.99225998,49.99649339,50.01421898
Marshall Islands,MHL,584,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,478,Sub-Saharan Africa,Lower middle income,country,50.42643738,50.38963699,50.35688782,50.32789993,50.30257797,50.28043747,50.26131821,50.24537659,50.23283005,50.22359848,50.21767426,50.21438217,50.21242905,50.21030426,50.2071228,50.20243073,50.19667816,50.19041443,50.18466187,50.17987442,50.17597198,50.17258453,50.16960526,50.1669426,50.16442108,50.16175842,50.15865326,50.15477753,50.14967346,50.14299774,50.13491058,50.12515259,50.11257553,50.09576797,50.07410812,50.04769516,50.01744843,49.98461151,49.95058441,49.91660309,49.88305283,49.85016251,49.81864166,49.78908157,49.76193237,49.73723602,49.71500397,49.69550705,49.67905807,49.66567993,49.65543365,49.64794511,49.64240542
Mauritius,MUS,480,Sub-Saharan Africa,Upper middle income,country,50.1124382,50.08556366,50.05694199,50.02636337,49.99502182,49.9586792,49.92080688,49.89757538,49.90970993,49.9687233,50.07956314,50.23070145,50.39766693,50.54789734,50.65892792,50.72541809,50.75445175,50.75217056,50.72869873,50.69169235,50.64182663,50.57862854,50.50754929,50.43518448,50.36647415,50.30382919,50.2478714,50.19995117,50.16086578,50.13150406,50.11180115,50.10227203,50.10446167,50.12005997,50.14937973,50.19335556,50.24937057,50.31018829,50.36655426,50.41197586,50.44457245,50.4662323,50.47971344,50.4890976,50.49771118,50.50554276,50.51222229,50.520298,50.53271103,50.55153275,50.57793808,50.61106508,50.64886536
Mexico,MEX,484,Latin America & Caribbean,Upper middle income,country,50.16284943,50.15594101,50.14943314,50.14273071,50.13554001,50.1278801,50.12013626,50.11284637,50.10665512,50.10202789,50.09931183,50.0984993,50.09926224,50.10115814,50.1040535,50.10727692,50.11130524,50.11824799,50.13072586,50.15009689,50.18064499,50.22129822,50.26257706,50.29221725,50.30420685,50.29058075,50.2600174,50.2414856,50.27176285,50.3718338,50.54988098,50.78709412,51.04533768,51.27582169,51.44712448,51.55012131,51.59858704,51.61271667,51.62098694,51.64235306,51.6817894,51.73101425,51.77959061,51.81244278,51.81993866,51.79981613,51.75848007,51.70546722,51.65365601,51.61196899,51.58285904,51.5635134,51.55092806
"Micronesia, Fed. Sts.",FSM,583,East Asia & Pacific,Lower middle income,country,48.48768234,48.48165131,48.47672653,48.47176361,48.46854782,48.46958542,48.47312164,48.47441864,48.46510696,48.44301987,48.40034103,48.34344482,48.29103088,48.27216339,48.30551529,48.39871979,48.53577423,48.6858902,48.81077194,48.88785172,48.9133606,48.89888,48.86338425,48.82751465,48.80673218,48.80383682,48.81364822,48.82960129,48.84313965,48.84928131,48.84311676,48.830513,48.82380676,48.83883286,48.88523102,48.96900558,49.08300018,49.20728683,49.31266785,49.37726974,49.39255524,49.36578751,49.30909348,49.24325562,49.18171692,49.12855148,49.079422,49.03443146,48.99069977,48.94758606,48.90547562,48.86696649,48.83195395
Middle income,MIC,994,,,aggregate,49.075213,49.10028393,49.12273523,49.13951621,49.1451309,49.13734213,49.12038661,49.0983626,49.07736873,49.06149676,49.05210684,49.0482497,49.04771086,49.0488081,49.05032736,49.05180397,49.0536921,49.05600626,49.05923771,49.06388059,49.06985597,49.0761866,49.08269154,49.08849268,49.09254187,49.09450366,49.09477687,49.09448116,49.09499052,49.09679312,49.10026063,49.10539388,49.11151973,49.11763519,49.12365098,49.12989413,49.13631575,49.14250076,49.14794518,49.15207253,49.15420745,49.15506899,49.15548263,49.15636596,49.15824929,49.16142489,49.1654581,49.16996091,49.17436644,49.17759387,49.18026442,49.18159596,49.18274246
Moldova,MDA,498,Europe & Central Asia,Lower middle income,country,53.20340729,53.19410324,53.18848038,53.18824387,53.19390106,53.20643616,53.22370911,53.23944473,53.2455101,53.23662567,53.21144104,53.17248154,53.12307358,53.06799698,53.01073837,52.95164108,52.89042664,52.82921219,52.77060699,52.71652603,52.66838074,52.62598419,52.58764648,52.55078125,52.51363373,52.47600174,52.43880844,52.40267563,52.36854172,52.3371315,52.30851746,52.28276062,52.26060104,52.24301529,52.23075867,52.22358322,52.22154999,52.22605515,52.23898697,52.26150131,52.29502869,52.33864975,52.38776016,52.43545914,52.47609711,52.50686264,52.52848053,52.54315186,52.55499649,52.56723785,52.58049393,52.59384227,52.60738976
Monaco,MCO,492,Europe & Central Asia,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,496,East Asia & Pacific,Lower middle income,country,50.82429504,50.81507111,50.80263519,50.79017258,50.77972794,50.77165222,50.76509857,50.7594223,50.75365829,50.7472496,50.74021912,50.73289871,50.72561264,50.71866989,50.71232986,50.70657349,50.70121765,50.69626999,50.69161606,50.68722534,50.68264389,50.67766571,50.67279816,50.66867828,50.66546631,50.66313171,50.66065979,50.65618896,50.64735794,50.63253021,50.61284256,50.58860397,50.55694962,50.51424789,50.45923615,50.38979721,50.30973434,50.23051453,50.16709518,50.1294899,50.12144089,50.13869095,50.17303467,50.21268082,50.2491188,50.2803688,50.30850983,50.33420181,50.35915756,50.38455582,50.41000748,50.43465294,50.4587589
Montenegro,MNE,499,Europe & Central Asia,Upper middle income,country,50.73858643,50.67408371,50.61885071,50.57820511,50.55617142,50.54822159,50.55200195,50.57551956,50.62869263,50.71554184,50.84420395,51.00420761,51.15872574,51.25972366,51.27625275,51.19405365,51.03126907,50.8278389,50.63948059,50.50389481,50.43320465,50.41404343,50.42806625,50.44653702,50.44953156,50.43267059,50.40475845,50.37462234,50.35544205,50.35608292,50.37750244,50.41516113,50.46585846,50.524189,50.58576202,50.65040207,50.71718597,50.77939606,50.82855225,50.85880661,50.86725998,50.85583496,50.8297348,50.79652405,50.76223755,50.7278862,50.69294357,50.66022873,50.63237762,50.6113739,50.59873199,50.59420591,50.5953655
Morocco,MAR,504,Middle East & North Africa,Lower middle income,country,50.19609451,50.23048019,50.27244568,50.3171196,50.36064911,50.40283966,50.44312668,50.47733307,50.50078964,50.51079178,50.50638962,50.48948288,50.46385956,50.43457413,50.40525818,50.37711334,50.3495903,50.32237625,50.29468155,50.26621246,50.23741531,50.2093544,50.18303299,50.15956879,50.13976288,50.123806,50.11175537,50.1039772,50.10084534,50.10256958,50.10941696,50.12127304,50.13753128,50.15737534,50.18030548,50.20547485,50.23312378,50.2650032,50.30347443,50.34978867,50.40301132,50.46115112,50.52282715,50.58622742,50.64904785,50.71248627,50.77409363,50.82385635,50.84910965,50.8420639,50.80051041,50.73027722,50.64171727
Mozambique,MOZ,508,Sub-Saharan Africa,Low income,country,51.13873672,51.13545227,51.13166046,51.12768173,51.12371063,51.12010956,51.11680984,51.11313248,51.10820007,51.1015892,51.09348297,51.08467102,51.07619095,51.06933212,51.06512451,51.06603241,51.07254028,51.08185577,51.09036636,51.09702682,51.09703445,51.09449768,51.10649109,51.15473557,51.25225067,51.40645599,51.60875702,51.83425903,52.04300308,52.20185852,52.29856491,52.34098816,52.34016037,52.31330109,52.27265167,52.21949387,52.15253448,52.07696152,51.99863052,51.92195511,51.84939575,51.78095627,51.7155304,51.65098572,51.58596802,51.52054977,51.45574188,51.3921814,51.33065796,51.27162552,51.21533966,51.16143281,51.10896009
Myanmar,MMR,104,East Asia & Pacific,Low income,country,51.11051178,51.14487076,51.17492676,51.19855881,51.21456909,51.22291565,51.22490311,51.22238541,51.217659,51.21231461,51.20694351,51.20130157,51.19506836,51.18766785,51.17880249,51.16869354,51.15782928,51.14654541,51.13521576,51.12417603,51.11341858,51.10309982,51.09382629,51.08630371,51.08091736,51.07766342,51.07615662,51.07587051,51.07612228,51.07634354,51.07759094,51.07990646,51.08081055,51.07712173,51.067379,51.04971695,51.0267334,51.00650024,50.99939728,51.01197052,51.04626846,51.0984993,51.16201401,51.22729492,51.28706741,51.3399353,51.38684082,51.42575073,51.45487213,51.47327805,51.47970963,51.47501713,51.46305176
Namibia,NAM,516,Sub-Saharan Africa,Upper middle income,country,50.63860703,50.64173508,50.6428566,50.64189529,50.63899612,50.63671112,50.63566208,50.63282394,50.62408829,50.60841751,50.582798,50.55217743,50.53103638,50.53668213,50.57853699,50.65845871,50.76779556,50.89282608,51.01551819,51.12272263,51.21292114,51.28799438,51.34274292,51.37215805,51.37416458,51.34791565,51.29884338,51.23857498,51.17967987,51.12964249,51.09129333,51.06214142,51.03713989,51.009758,50.97683716,50.9369278,50.89458466,50.85949707,50.84320068,50.8523674,50.88775253,50.94477081,51.01762009,51.09797668,51.17877197,51.25920105,51.3382988,51.40864182,51.4617691,51.4924736,51.4981842,51.48201309,51.45158174
Nepal,NPL,524,South Asia,Low income,country,48.31958389,48.3803978,48.43930054,48.50188828,48.57121658,48.64878082,48.73115921,48.8107872,48.87810898,48.92730713,48.95741272,48.97232056,48.97729874,48.97935104,48.98363876,48.9916687,49.00325394,49.01963425,49.04172134,49.07033539,49.0970726,49.12129211,49.15826035,49.22725296,49.33543396,49.50588608,49.72076797,49.9033432,49.95727158,49.83153915,49.49551773,49.0072937,48.50600815,48.16520691,48.08813095,48.30491257,48.74668121,49.29642105,49.80247116,50.16722107,50.36902237,50.450634,50.46064758,50.46857452,50.52140427,50.62569809,50.76199341,50.91864395,51.07688522,51.22293854,51.35634995,51.48125834,51.59418719
Netherlands,NLD,528,Europe & Central Asia,High income: OECD,country,50.18740082,50.1737442,50.15771484,50.14179993,50.12792206,50.11640167,50.10730362,50.10178757,50.10113525,50.10613632,50.11719894,50.13393402,50.15530396,50.17986679,50.20650482,50.23459625,50.26411819,50.2951889,50.32813644,50.36295319,50.39962387,50.43723297,50.47379684,50.5067749,50.5342865,50.55584717,50.57180405,50.58223343,50.58749771,50.58810806,50.58385849,50.57526398,50.56442642,50.55403137,50.5459671,50.54090881,50.53841019,50.53781128,50.5379715,50.53801727,50.53778076,50.5373764,50.53646851,50.53470993,50.53175354,50.52773285,50.52246475,50.51501083,50.50419998,50.48936081,50.47012329,50.4471875,50.42227778
New Caledonia,NCL,540,East Asia & Pacific,High income: nonOECD,country,47.29043961,47.30536652,47.32970047,47.36616135,47.41384125,47.47550201,47.5496521,47.62812805,47.70035553,47.76005554,47.80312729,47.83378601,47.86494827,47.91169357,47.98308945,48.08057022,48.19835281,48.32790375,48.45677185,48.57471085,48.68090057,48.77586365,48.85695648,48.92226028,48.96932983,48.99968719,49.01431274,49.01528931,49.0038147,48.98390198,48.95401764,48.91786575,48.88879013,48.88184738,48.90603638,48.96197891,49.04261398,49.1414032,49.24829102,49.35527039,49.46545029,49.57698059,49.67123032,49.72544098,49.72760773,49.66963196,49.5635643,49.43970871,49.33765793,49.28342056,49.2849884,49.33143726,49.40661843
New Zealand,NZL,554,East Asia & Pacific,High income: OECD,country,49.76457977,49.78135681,49.79927063,49.82090378,49.84771729,49.88063049,49.918293,49.95736313,49.99309921,50.02228928,50.0435791,50.05863953,50.0709343,50.08530045,50.10499191,50.1314888,50.16387177,50.20026016,50.23743439,50.27299118,50.30474854,50.33370972,50.36423492,50.40239334,50.45178223,50.51556778,50.59034729,50.66523743,50.72519302,50.76046753,50.76643753,50.74911499,50.72190475,50.70247269,50.70232773,50.72425461,50.76320648,50.81277084,50.86325073,50.90719986,50.94392776,50.97486496,50.99756241,51.0096283,51.0100708,50.99758148,50.97388458,50.94467545,50.91751099,50.89770508,50.88697815,50.88372888,50.88576602
Nicaragua,NIC,558,Latin America & Caribbean,Lower middle income,country,50.08430481,50.06498718,50.04836273,50.03610992,50.02893829,50.02777863,50.03113174,50.03461075,50.03286743,50.02285767,50.00400162,49.97885513,49.95152283,49.92719269,49.90922165,49.89825821,49.893116,49.89278412,49.89585114,49.90130615,49.90863037,49.91817093,49.93080521,49.94770813,49.96934891,49.99582291,50.02598572,50.05750656,50.08746338,50.11373138,50.1360817,50.15504456,50.17042542,50.18225479,50.19092178,50.19628525,50.19914246,50.20186996,50.20741653,50.21776581,50.23303604,50.25257492,50.2765007,50.30478287,50.33693314,50.3734436,50.41330338,50.45288467,50.48758316,50.51435089,50.5320282,50.54198844,50.54688135
Niger,NER,562,Sub-Saharan Africa,Low income,country,52.60552979,52.45009995,52.29580307,52.14559937,52.00146103,51.8631897,51.73009109,51.60274506,51.4817276,51.3673439,51.26155853,51.16425705,51.07180405,50.97967148,50.88600159,50.78844833,50.69109726,50.60551071,50.54578781,50.51977539,50.52722931,50.56086731,50.61215973,50.67029953,50.72683716,50.78056335,50.82999802,50.86724854,50.88367081,50.87430191,50.83913803,50.78186417,50.70653915,50.61844635,50.52233505,50.41884232,50.31052399,50.20529938,50.11185837,50.03517532,49.97652054,49.93278885,49.89892197,49.86848831,49.83732224,49.80476379,49.77215576,49.74012375,49.70969009,49.68147659,49.65532303,49.63072889,49.6074873
Nigeria,NGA,566,Sub-Saharan Africa,Lower middle income,country,49.98987198,49.97514725,49.96017075,49.94537354,49.93099594,49.91665649,49.90209579,49.88767624,49.87387848,49.86074066,49.84949493,49.83939743,49.82656097,49.80619431,49.77597809,49.73464203,49.68556976,49.63629913,49.59586716,49.56947327,49.55841827,49.55918884,49.56615067,49.57196808,49.57188416,49.56474304,49.55253983,49.5375824,49.52308273,49.51102448,49.50165939,49.49376678,49.48600388,49.47661209,49.46448517,49.44947433,49.43215179,49.41306305,49.39295197,49.37236404,49.35144424,49.33015823,49.30860519,49.28687286,49.26507187,49.24331284,49.22174454,49.20055008,49.17992783,49.16001129,49.14088821,49.12255887,49.10495095
North Korea,KOR,410,East Asia & Pacific,High income: OECD,country,49.8453064,49.80701065,49.7765274,49.75946045,49.75858688,49.77671432,49.81006622,49.8473587,49.87414932,49.88162613,49.86608505,49.83334732,49.79545593,49.76816559,49.76142502,49.77738953,49.81069565,49.85424805,49.8980751,49.93493271,49.96403503,49.98706055,50.00258636,50.00951385,50.00759888,49.9954567,49.97428513,49.94940948,49.92780304,49.91405869,49.91110992,49.91709137,49.92609406,49.92979431,49.92305374,49.9028244,49.87299347,49.84359741,49.82826233,49.83597565,49.87021255,49.9262085,49.99452209,50.06164932,50.11777496,50.16021347,50.19160461,50.21398544,50.23120499,50.24617004,50.25888824,50.26856183,50.27642619
Northern Mariana Islands,MNP,580,East Asia & Pacific,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,578,Europe & Central Asia,High income: OECD,country,50.179245,50.17768097,50.17858124,50.18250275,50.18964386,50.20010757,50.2133522,50.22832489,50.24365997,50.25849533,50.27230835,50.28544617,50.29879761,50.3137207,50.33109665,50.35089493,50.37259674,50.39600372,50.42079926,50.44652557,50.47337341,50.5008316,50.52693939,50.54909134,50.56558609,50.57538605,50.57914734,50.57886887,50.57741165,50.57675171,50.57769394,50.57939529,50.58037949,50.57843781,50.57211685,50.56005096,50.54292297,50.52369308,50.5064621,50.49350357,50.48748398,50.48611832,50.48115158,50.46137619,50.4199028,50.35377121,50.26845551,50.17571259,50.09091949,50.02442169,49.97922516,49.95157067,49.9364325
Oman,OMN,512,Middle East & North Africa,High income: nonOECD,country,50.56373215,50.64829636,50.72518539,50.79759979,50.8651886,50.92530441,50.96929932,50.98360443,50.95293427,50.86634064,50.7294693,50.5447731,50.29981995,49.98212433,49.59299088,49.13702774,48.63866043,48.14024734,47.68567657,47.29754257,46.96848679,46.68037033,46.4233284,46.18453979,45.94945526,45.75224686,45.58255005,45.34677505,44.93611526,44.30913544,43.43084335,42.39951706,41.43681335,40.78765488,40.58182526,40.85477066,41.52056885,42.42449188,43.32042694,44.00440598,44.38780212,44.51000595,44.43939972,44.28188324,44.0937233,43.93360901,43.74872208,43.36113358,42.5596199,41.30331039,39.67179108,37.93957817,36.42107077
Pakistan,PAK,586,South Asia,Lower middle income,country,46.54053879,46.61798477,46.69254303,46.76440811,46.8337822,46.90106583,46.96643066,47.02968597,47.09054947,47.14902496,47.20511627,47.2594223,47.31314468,47.36764145,47.42366028,47.48107147,47.53928757,47.5978775,47.65629196,47.71401978,47.77081299,47.82633972,47.87996674,47.93105316,47.97918701,48.02425385,48.06632614,48.10550308,48.14199448,48.1760025,48.20808792,48.23832703,48.26595306,48.2898941,48.30968094,48.32503128,48.3370018,48.34797668,48.36089706,48.37768555,48.39834213,48.42202759,48.44853592,48.47737503,48.50775528,48.54014587,48.57359695,48.60439682,48.62802505,48.64175034,48.64464569,48.63850469,48.62675504
Palau,PLW,585,East Asia & Pacific,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,591,Latin America & Caribbean,Upper middle income,country,48.98825073,49.01050186,49.03335571,49.05446625,49.07247162,49.08736801,49.10002518,49.11130524,49.12239075,49.13405991,49.14582443,49.15773392,49.17133713,49.18862915,49.21047211,49.23788452,49.26935577,49.30064011,49.32636642,49.34343719,49.35014725,49.3487854,49.3447876,49.34523773,49.3543396,49.37401199,49.40124512,49.42946243,49.45013428,49.45809174,49.45158768,49.4340744,49.41196442,49.39364624,49.38451385,49.3862381,49.39612579,49.40997696,49.42210007,49.42880249,49.42916489,49.4252243,49.41975784,49.41666412,49.41839218,49.42556763,49.43687057,49.45062256,49.46441269,49.47666168,49.48696518,49.4959736,49.5045249
Papua New Guinea,PNG,598,East Asia & Pacific,Lower middle income,country,48.11573792,48.15935135,48.19979858,48.23639679,48.2686615,48.29695129,48.32173157,48.34294128,48.36045837,48.37441635,48.38548279,48.39444733,48.40195465,48.40861511,48.41523743,48.42140198,48.4280014,48.43828201,48.45614624,48.48360443,48.52133179,48.56708145,48.61655426,48.66438675,48.70715332,48.74382019,48.77561569,48.80426025,48.83216476,48.86073685,48.89019775,48.91939545,48.94669724,48.97001648,48.98809814,49.00076675,49.00884628,49.01332474,49.01549149,49.01630783,49.01605606,49.01475525,49.01263046,49.00990295,49.00679398,49.00349808,49.00018311,48.99699783,48.99401474,48.99135208,48.98906708,48.98727642,48.98613108
Paraguay,PRY,600,Latin America & Caribbean,Lower middle income,country,50.70802689,50.65581512,50.59768295,50.53482437,50.46825027,50.39853668,50.32651138,50.2539711,50.18276596,50.11405563,50.04855347,49.98614502,49.92621613,49.86792755,49.81095886,49.75552368,49.70246124,49.65293503,49.60834122,49.5696907,49.53676605,49.50923157,49.48743057,49.47167587,49.46178055,49.45763016,49.45814896,49.46112061,49.46396637,49.46492004,49.46378326,49.46098328,49.45640945,49.45012283,49.44235992,49.43301773,49.42258453,49.41266632,49.40512085,49.40127182,49.40132141,49.40491486,49.41200256,49.42238617,49.4357872,49.45225906,49.47151184,49.49256897,49.51424789,49.53568268,49.55657959,49.57707532,49.59733443
Peru,PER,604,Latin America & Caribbean,Upper middle income,country,49.61270142,49.61089325,49.60931396,49.60795212,49.60681534,49.60604858,49.60567856,49.60547638,49.60516739,49.60466385,49.60388947,49.60317993,49.60334396,49.60535049,49.60978699,49.61669922,49.62573242,49.63653564,49.64862442,49.66164398,49.6752739,49.68941879,49.70410538,49.71944427,49.7353363,49.75196457,49.76884842,49.78453827,49.79728699,49.80606461,49.81053543,49.81148148,49.81040573,49.80928421,49.80946732,49.81127167,49.81431198,49.81832123,49.82282639,49.82749176,49.83226776,49.83726883,49.84255219,49.84819794,49.85420609,49.86064911,49.86733627,49.87372971,49.87911224,49.88301849,49.88526535,49.886077,49.88592654
Philippines,PHL,608,East Asia & Pacific,Lower middle income,country,49.62863922,49.58491898,49.54475021,49.5098381,49.48109055,49.45862961,49.44157791,49.42860413,49.41807175,49.4088974,49.40066528,49.39366913,49.38844299,49.38572693,49.38587952,49.38887405,49.39413834,49.40084839,49.4080162,49.41496658,49.4216156,49.4281311,49.43451309,49.44083405,49.44719696,49.45348358,49.45982361,49.46680832,49.47517014,49.48534012,49.49751282,49.51141357,49.52645111,49.54183197,49.55705643,49.57199097,49.58690643,49.60221863,49.61847305,49.6360321,49.65467453,49.67419815,49.69491577,49.71723175,49.74125671,49.76734543,49.79494858,49.82228851,49.84706879,49.86782455,49.88404465,49.89658841,49.90704678
Poland,POL,616,Europe & Central Asia,High income: OECD,country,51.56996155,51.53288651,51.50538635,51.48399353,51.46603012,51.45134354,51.44004822,51.4301033,51.41911697,51.40551758,51.38821411,51.36778641,51.34637451,51.32703018,51.31179047,51.30155563,51.29536438,51.29115677,51.28604889,51.27822876,51.26708984,51.25386047,51.24076462,51.23082352,51.22612762,51.2270813,51.23299789,51.24351501,51.25789642,51.27549744,51.29635239,51.3203125,51.34626389,51.37278366,51.39881897,51.4238205,51.44784546,51.47118759,51.49441147,51.51786423,51.54151535,51.56495667,51.58773041,51.6092186,51.62895966,51.64678574,51.66274261,51.67692184,51.68952179,51.7007103,51.71051025,51.71893776,51.72615014
Portugal,PRT,620,Europe & Central Asia,High income: OECD,country,52.18516922,52.19755173,52.21070862,52.23328781,52.27056885,52.32679749,52.39771271,52.46930695,52.5210495,52.53790283,52.51472092,52.45806503,52.37881851,52.29219055,52.20914078,52.13161087,52.05828476,51.99204254,51.93532181,51.88955688,51.85573578,51.83344269,51.82081223,51.81504822,51.81385803,51.81707764,51.82446289,51.83354568,51.84122467,51.8452034,51.84409714,51.83818817,51.82883835,51.81826401,51.80797577,51.79860306,51.78943253,51.77908707,51.76560211,51.74783325,51.72507858,51.69845581,51.670784,51.64584732,51.62623978,51.61294937,51.60490417,51.60005951,51.59536743,51.58860397,51.57925415,51.56793732,51.55498279
Puerto Rico,PRI,630,Latin America & Caribbean,High income: nonOECD,country,50.67402267,50.78760147,50.8967247,50.98400497,51.03944397,51.06012726,51.05289841,51.0297699,51.00746536,50.99790955,51.00289536,51.01872635,51.04468536,51.0788269,51.11882019,51.16807556,51.22512054,51.27799225,51.31166077,51.31768799,51.29040527,51.23735046,51.17878342,51.14188766,51.14451981,51.19307327,51.27862167,51.38471985,51.48796463,51.57169724,51.63163757,51.67314148,51.70124054,51.72418976,51.74792862,51.77254868,51.79593277,51.81912994,51.8431778,51.86865616,51.89676666,51.9270401,51.95619202,51.97947311,51.99353027,51.99699402,51.99117279,51.97867584,51.96347809,51.94862366,51.93494415,51.92195303,51.90962384
Qatar,QAT,634,Middle East & North Africa,High income: nonOECD,country,42.63769531,41.69157791,40.74962997,39.88473511,39.11956024,38.48719788,37.95432281,37.42584991,36.80567932,36.07945633,35.20040131,34.27716827,33.5568428,33.26801682,33.47773743,34.20643616,35.28541183,36.36122131,36.990345,36.95609283,36.31574249,35.35969925,34.37637329,33.59833908,33.10522842,32.85795975,32.77320862,32.80323029,32.89481735,33.01602936,33.16025162,33.33680725,33.54742813,33.79256058,34.06218338,34.2734108,34.38925171,34.48389816,34.65581894,34.92478561,35.41437912,35.98885345,36.12303543,35.24750137,33.36235809,30.90361595,28.49229431,26.51904106,25.12841415,24.25992203,23.77578735,23.53917115,23.47011283
Romania,ROU,642,Europe & Central Asia,Upper middle income,country,51.1709137,51.146595,51.1233139,51.09770203,51.06762695,51.03275681,50.99437714,50.95402908,50.91369247,50.87474823,50.83733749,50.80146027,50.76811218,50.73849487,50.71345901,50.69329071,50.67783356,50.66689682,50.66011429,50.65710831,50.65815353,50.66313553,50.67087936,50.6798172,50.68894577,50.69755173,50.70620346,50.7167244,50.73168182,50.75289154,50.78051758,50.81378174,50.85229492,50.89526367,50.94163895,50.99185562,51.0450592,51.09716415,51.14274597,51.1779213,51.20059586,51.21196365,51.21553421,51.21666718,51.21941757,51.2247963,51.23189926,51.24053955,51.24998856,51.259655,51.26987839,51.28097825,51.29231238
Russia,RUS,643,Europe & Central Asia,High income: nonOECD,country,55.08513641,54.9683342,54.85797501,54.75978851,54.67728806,54.61111069,54.55873108,54.51654816,54.47961807,54.44406891,54.40936279,54.37545013,54.33961868,54.29879379,54.25098801,54.19454193,54.13023376,54.06150436,53.99322128,53.92869186,53.8701973,53.81643677,53.76303864,53.70386887,53.63534927,53.55586243,53.46897125,53.38236618,53.30621338,53.24747467,53.20861435,53.18738937,53.1802063,53.18143082,53.18701172,53.19535065,53.20785141,53.22691345,53.25620651,53.29790878,53.35310745,53.41941452,53.49119949,53.56055069,53.6214447,53.6713562,53.71133041,53.74335098,53.77109146,53.79740524,53.82273483,53.84639369,53.86890694
Rwanda,RWA,646,Sub-Saharan Africa,Low income,country,50.93116379,50.94011307,50.94889832,50.95478058,50.95602036,50.95202637,50.94395828,50.93378448,50.92398453,50.9160347,50.91026306,50.9058876,50.90182114,50.89662933,50.88948059,50.88047791,50.87020493,50.85888672,50.8468399,50.83440399,50.82357025,50.81482697,50.80595016,50.79418945,50.77908325,50.75829697,50.73583984,50.72277832,50.73149872,50.77024841,50.84705734,50.96677017,51.12630844,51.29846191,51.43859863,51.51436615,51.53107071,51.5115242,51.48286438,51.4583931,51.43785858,51.41659164,51.39413834,51.36985397,51.34401703,51.31783295,51.29249191,51.26855087,51.24621201,51.22547913,51.20652008,51.18929016,51.17322415
Samoa,WSM,882,East Asia & Pacific,Lower middle income,country,49.28425598,49.3125267,49.32504654,49.31741333,49.29014206,49.23978806,49.17134857,49.10292816,49.0556488,49.04277802,49.06866837,49.12403488,49.18966293,49.23944473,49.25519943,49.23420334,49.18169785,49.0987587,48.9890976,48.85634613,48.69945908,48.52256393,48.34104538,48.17586517,48.03974152,47.93730545,47.86478043,47.82126617,47.80217361,47.80400848,47.82870865,47.87458801,47.92830276,47.97257996,47.99656677,47.99446487,47.97114944,47.93992233,47.92009735,47.92399216,47.95548248,48.00896835,48.07600403,48.14591217,48.20983887,48.26671982,48.31760406,48.36135101,48.39635468,48.42201996,48.4370079,48.4422068,48.44042191
San Marino,SMR,674,Europe & Central Asia,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,678,Sub-Saharan Africa,Lower middle income,country,44.72571182,45.23583984,45.87027359,46.5697937,47.26762009,47.93889999,48.56940842,49.11764526,49.55703354,49.87811661,50.07764053,50.17087173,50.1999054,50.21628952,50.25603104,50.32872391,50.42159271,50.51966476,50.60352707,50.65980148,50.69026947,50.70241547,50.70188522,50.69435501,50.68649292,50.67863846,50.66980362,50.66223526,50.65723419,50.65462875,50.65415955,50.65688324,50.66386414,50.67858124,50.70103836,50.73267746,50.77184677,50.81164932,50.84354782,50.86137772,50.86364365,50.85256195,50.8324585,50.80813217,50.78355789,50.76004791,50.73627472,50.71350861,50.69152451,50.67049026,50.6504631,50.6321173,50.61530729
